,Codigo,Nombre,Departamento,Municipio
0,52057100,RUMICHACA ,Nariño,Ipiales
1,52055170,LA JOSEFINA ,Nariño,Contadero
2,52055220,EL PARAISO ,Nariño,Tuquerres
3,44015070,EL PEPINO ,Putumayo,Mocoa
4,48015040,PUERTO NARINO ,Amazonas,Puerto Narino
5,44135020,CAHUINARI ,Amazonas,Santander
6,44135030,CHIRIBIQUETE ,Caquetá,Solano
7,52055150,CERRO PARAMO  ,Nariño,Puerres
8,44037040,EL ROSARIO ,Caquetá,Florencia
9,52077020,LOS NORTES ,Nariño,Cumbitara
10,51039010,TUMACO ,Nariño,Tumaco
11,21017050,PITALITO 2 ,Huila,Pitalito
12,51025060,BIOTOPO ,Nariño,Barbacoas
13,51025090,GRANJA EL MIRA ,Nariño,Tumaco
14,52077010,PUENTE PUSMEO ,Nariño,Cumbitara
15,51027060,SAN JUAN MIRA ,Nariño,Tumaco
16,44037060,FLORENCIA,Caquetá,Florencia
17,51020011,Piedrancha ,Nariño,Mallama
18,44015060,ACUEDUCTO MOCOA ,Putumayo,Mocoa
19,52055210,BOTANA ,Nariño,Pasto
20,51025070,RICAURTE ,Nariño,Ricaurte
21,26015030,PNN PURACE ,Cauca,Purace
22,52035040,VIENTO LIBRE ,Nariño,Taminango
23,26015010,EL TABLAZO ,Cauca,Popayan
24,21017020,SAN AGUSTIN ,Huila,San Agustin
25,21015050,PURACE  ,Huila,San Agustin
26,21015040,LA PRIMAVERA ,Huila,Saladoblanco
27,52015050,BALBOA ,Cauca,Balboa
28,52025090,LA SIERRA ,Cauca,La Sierra
29,21015060,MARENGO  ,Huila,Pitalito
30,46015030,SAN VICENTE DEL CAGUAN  ,Caquetá,San Vicente Del Caguan
31,21047010,PUENTE BALSEADERO [21047010],Huila,Agrado
32,53075020,EL DIVISO ,Cauca,Argelia
33,26035090,LA LAGUNA DE CAJIBIO [26035090],Cauca,Cajibio
34,21057100,TALAGA TOEZ ,Cauca,Paez
35,52045080,UNIVERSIDAD DE NARINO  ,Nariño,Pasto
36,21115170,LA PLATA ,Huila,Neiva
37,21097070,PUENTE SANTANDER [21097070],Huila,Neiva
38,57025020,GORGONA GUAPI [57025020],Cauca,Guapi
39,22025040,EL DIABLO ,Cauca,Paez
40,53077010,ANGOSTURA RIO MICAY [53077010],Cauca,Lopez
41,21117100,PUEBLO NUEVO ,Huila,Neiva
42,48017050,BOCATOMA YAGUARCACA [48017050],Amazonas,Leticia
43,25027980,UNION LA [25027980],Bolívar,Pinillos
44,25027640,TRES CRUCES [25027640],Bolívar,Achi
45,25020030,GUACAMAYO [25020030],Bolívar,Achi
46,25028210,CNO VIDE [25028210],Bolívar,Pinillos
47,25027400,ALTO DEL ROSARIO [25027400],Bolívar,Altos Del Rosario
48,25028220,NO TE PASES HACIENDA [25028220],Bolívar,Pinillos
49,25028230,PUERTO CARMEN [25028230],Bolívar,Pinillos
50,25027390,PALOMAS LAS [25027390],Bolívar,Altos Del Rosario
51,25028240,NUEVO HORIZONTE [25028240],Bolívar,Pinillos
52,25027990,CONTENTO EL [25027990],Bolívar,Pinillos
53,25028410,MANTEQUERA [25028410],Bolívar,Pinillos
54,25020410,CANDELARIA LA [25020410],Bolívar,San Jacinto Del Cauca
55,25027280,CANDELARIA LA [25027280],Bolívar,San Jacinto Del Cauca
56,25028350,MANCHA LA [25028350],Bolívar,San Jacinto Del Cauca
57,13090030,BERRUGAS [13090030],Sucre,San Onofre
58,25027880,GALINDO [25027880],Bolívar,San Jacinto Del Cauca
59,25025230,MONTECRISANTO [25025230],Bolívar,Montecristo
60,25020450,MONTECRISANTO [25020440],Bolívar,Montecristo
61,48017010,LETICIA [48017010],Amazonas,Leticia
62,25020800,BUENAVISTA [25020800],Bolívar,Achi
63,24035380,NEVADO DEL COCUY ,Boyacá,Guican
64,24037001,"LA PLAYA, CARDENILLO [24037001]",Boyacá,Guican
65,21057030,PUENTE RICAURTE ,Cauca,Paez
66,21055070,INZA ,Cauca,Inza
67,53045040,AEROPUERTO GUAPI ,Cauca,Guapi
68,21087080,HACIENDA VENECIA ,Huila,Yaguara
69,21115180,HACIENDA MANILA ,Huila,Baraya
70,26075120,LA DIANA ,Valle del Cauca,Florida
71,26055100,FARALLONES ,Valle del Cauca,Cali
72,26055110,LA INDEPENDENCIA ,Valle del Cauca,Jamundi
73,26135320,NEVADO SANTA ISABEL  ,Caldas,Villamaria
74,26055120,UNIVERSIDAD DEL VALLE  ,Valle del Cauca,Cali
75,26085160,SILOE ,Valle del Cauca,Cali
76,54077210,JUANCHACO ,Valle del Cauca,Buenaventura
77,21185090,NATAIMA ,Tolima,Espinal
78,21195170,PAQUILO ,Cundinamarca,Cabrera
79,21167090,HACIENDA EL RUBY ,Tolima,Cunday
80,22075050,PARAMO DE YERBABUENA  ,Tolima,Roncesvalles
81,35017020,PUENTE LLERAS ,Meta,Puerto Lopez
82,21167080,LA MORA ,Tolima,Prado
83,26095320,EL VINCULO ,Valle del Cauca,Buga
84,21137010,PURIFICACION ,Tolima,Purificacion
85,21137050,RIO ANGOSTURA  ,Tolima,Natagaima
86,26085170,BASE AEREA MARCO FIDEL SUAREZ  ,Valle del Cauca,Cali
87,26105240,EL PLACER ,Valle del Cauca,Buga
88,21215190,CAJAMARCA ,Tolima,Cajamarca
89,21217180,MONTEZUMA [21217180],Tolima,Ibague
90,23125170,SAN CAYETANO ,Cundinamarca,San Cayetano
91,21195190,PASCA ,Cundinamarca,Pasca
92,21206920,VILLA TERESA ,Bogotá,"Bogota, D.C"
93,21237010,NARINO ,Cundinamarca,Narino
94,31095030,PUERTO INIRIDA ,Guainía,Inirida
95,21195160,SUBIA ,Cundinamarca,Silvania
96,22057010,PIEDRAS DE COBRE  ,Tolima,Saldana
97,53119010,BUENAVENTURA IDEAM  ,Valle del Cauca,Buenaventura
98,21235030,UNIVERSIDAD DE CUNDINAMARCA ,Cundinamarca,Girardot
99,21215160,CERROS NOROCCIDENTALES  ,Tolima,Ibague
100,21215170,LA MARTINICA ,Tolima,Ibague
101,26127010,EL ALAMBRADO [26127010],Valle del Cauca,Caicedonia
102,26105250,ZARAGOZA ,Valle del Cauca,Cartago
103,26127040,CARTAGO [26127040],RIsaralda,Pereira
104,21255160,HACIENDA PAJONALES [21255160],Tolima,Ambalema
105,26135300,PNN QUIMBAYA ,RIsaralda,Pereira
106,26115090,LAS BRISAS ,Valle del Cauca,Ansermanuevo
107,21206990,TIBAITATA ,Cundinamarca,Mosquera
108,26137220,EL RETEN ,RIsaralda,Santa Rosa De Cabal
109,26125300,CALARCA ,Quindío,Calarca
110,35035130,PARAMO CHINGAZA  ,Cundinamarca,Guasca
111,21215180,BATALLON ROOKE  ,Tolima,Ibague
112,21206980,SANTA CRUZ DE SIECHA  ,Cundinamarca,Guasca
113,21206940,CIUDAD BOLIVAR [21206940],Bogotá,"Bogota, D.C"
114,35025080,PNN CHINGAZA ,Cundinamarca,La Calera
115,26155280,NEV SANTA ISABEL [26155280],Caldas,Villamaria
116,35085070,SANTA MARIA ,Boyacá,Santa Maria
117,26135310,SANTA ROSA ,RIsaralda,Santa Rosa De Cabal
118,26155240,PNN NEVADOS ,Caldas,Villamaria
119,21255170,MURILLO ,Tolima,Murillo
120,26177030,LA VIRGINIA ,RIsaralda,La Virginia
121,35225030,MODULOS ,Casanare,Orocue
122,26135290,MARSELLA ,RIsaralda,Marsella
123,26125290,ARMENIA ,Quindío,Armenia
124,21206960,IDEAM BOGOTA  ,Bogotá,"Bogota, D.C"
125,21205012,UNIVERSIDAD NACIONAL  ,Bogotá,"Bogota, D.C"
126,21209920,SANTA ROSITA ,Cundinamarca,Suesca
127,24015110,LA BOYERA ,Cundinamarca,Ubate
128,35215020,AEROPUERTO YOPAL ,Casanare,Yopal
129,35075080,PARAMO RABANAL ,Boyacá,Ventaquemada
130,35237030,TRINIDAD PAUTO ,Casanare,Trinidad
131,23017040,ESPERANZA LA [23017040],Tolima,Mariquita
132,26145090,SANTA EMILIA ,RIsaralda,Belen De Umbria
133,35075070,CHINAVITA ,Boyacá,Chinavita
134,54017040,TADO ,Chocó,Tado
135,35085060,ZETAQUIRA ,Boyacá,Zetaquira
136,23065180,VILLETA ,Cundinamarca,Villeta
137,26155220,VILLAMARIA ,Caldas,Villamaria
138,26155210,TORRE 4 ,Caldas,Manizales
139,26155230,EMAS ,Caldas,Manizales
140,21206790,HACIENDA SANTA ANA ,Cundinamarca,Nemocon
141,35085080,LA CAPILLA ,Boyacá,La Capilla
142,26145080,PARAMO TATAMA [26145080],RIsaralda,Santuario
143,23065190,QUEBRADA NEGRA ,Cundinamarca,Quebradanegra
144,23035030,BASE PALANQUERO  ,Cundinamarca,Puerto Salgar
145,35235040,TRINIDAD ,Casanare,Trinidad
146,35217030,PUENTE LA CABANA [35217030],Casanare,Yopal
147,23037010,PUERTO SALGAR ,Cundinamarca,Puerto Salgar
148,35160010,POTRERITO [35160010],Boyacá,Aquitania
149,55015010,PIE DE PATO ,Chocó,Alto Baudo
150,23125160,SAN PABLO DE BORBUR  ,Boyacá,San Pablo De Borbur
151,23067060,TOBIA  ,Cundinamarca,Nimaima
152,11027070,BORAUDO ,Chocó,Lloro
153,35195060,TOQUILLA ,Boyacá,Aquitania
154,35217060,PLAYON EL [35217060],Casanare,Nunchia
155,35095120,AQUITANIA ,Boyacá,Aquitania
156,35165000,EL TUNEL [35165000],Boyacá,Cuitiva
157,35167010,HATO LAGUNA ,Boyacá,Aquitania
158,35160020,LLANO ALARCON [35160020],Boyacá,Cuitiva
159,35160000,LAS CINTAS [35160000],Boyacá,Sogamoso
160,24035360,SOCHA ,Boyacá,Socha
161,35215030,Pisba ,Boyacá,Pisva
162,23057140,SAN MIGUEL ,Antioquia,Sonson
163,26187040,QUITASUENO  ,Caldas,Aguadas
164,26185050,SANTA BARBARA ,Antioquia,Santa Barbara
165,24035430,TUNGUAVITA ,Boyacá,Paipa
166,24035410,SOGAMOSO ,Boyacá,Sogamoso
167,26185030,JERICO ,Antioquia,Jerico
168,36015020,EL DIAMANTE ,Casanare,Paz De Ariporo
169,24025090,MOGOTES ,Santander,Mogotes
170,26207080,BOLOMBOLO [26207080],Antioquia,Venecia
171,23097030,PUERTO BERRIO ,Antioquia,Puerto Berrio
172,24035370,EL ESPINO ,Boyacá,El Espino
173,23127020,PUERTO ARAUJO ,Santander,Cimitarra
174,27015300,VILLANUEVA VILLAHERMOSA [27015300],Antioquia,Medellin
175,56019010,BAHIA SOLANO ,Chocó,Bahia Solano
176,23087210,CANTERAS ,Antioquia,Puerto Nare
177,27015290,PAJARITO ,Antioquia,Medellin
178,35025110,LA LIBERTAD ,Meta,Villavicencio
179,23195190,SAN ANTONIO SANTANDER [23195190],Santander,Floridablanca
180,23117030,EL TAGUAL ,Santander,Cimitarra
181,16027300,PUENTE CAPIRA ,Norte de Santander,Cucutilla
182,23105070,MACEO ,Antioquia,Yolombo
183,23195230,NEOMUNDO,Santander,Bucaramanga
184,27015280,PARAMO BELMIRA ,Antioquia,Entrerrios
185,24035390,PARAMO ALMORZADERO  ,Santander,Cerrito
186,24055070,SAN  VICENTE DE CHUCURI  ,Santander,San Vicente De Chucuri
187,24055080,VIZCAINA LA LIZAMA  ,Santander,Barrancabermeja
188,37057020,ALCARAVAN  AUT [37057020],Arauca,Arauquita
189,3206500045,GRANADA SENA ,Meta,Granada
190,37015030,BERLIN ,Santander,Tona
191,25017010,MONTELIBANO ,Córdoba,Montelibano
192,23195240,AGUACHICA ,Cesar,Aguachica
193,13037040,CARRIZOLA ,Córdoba,Tierralta
194,27037010,LA ESPERANZA NECHI [27037010],Antioquia,Nechi
195,27037030,SAN JUAN NECHI ,Antioquia,Zaragoza
196,23207040,SAN PABLO RIO MAGDALENA  ,Bolívar,San Pablo
197,16015120,UNIVERSIDAD DE PAMPLONA  ,Norte de Santander,Pamplona
198,16057030,LA CABANA ,Norte de Santander,Ocana
199,16017020,LA DONJUANA ,Norte de Santander,Chinacota
200,16017030,LA UCHEMA ,Norte de Santander,Villa Del Rosario
201,29045150,SAIZA ,Córdoba,Tierralta
202,16057090,TERMOTASAJERO [16057090],Norte de Santander,Durania
203,25017020,SAN PEDRO ,Córdoba,Puerto Libertador
204,35071001,TEATINO  ,Boyacá,Samaca
205,25027020,EL BANCO ,Magdalena,El Banco
206,29065130,LA GRAN VIA ,Magdalena,Zona Bananera
207,15067020,CERCADO EL,La Guajira,Fonseca
208,25025360,AEROPUERTO LAS FLORES  ,Magdalena,El Banco
209,25020470,CHINU ,Córdoba,Chinu
210,28035070,GUATAPURI ,Cesar,Valledupar
211,25025380,SAN BENITO ,Sucre,San Benito Abad
212,15067050,CUESTECITAS ,La Guajira,Albania
213,13085050,LORICA  ITA ,Córdoba,Lorica
214,15065190,MONGUI ,La Guajira,Riohacha
215,25025002,LOS ALAMOS ,Magdalena,San Sebastian De Buenavista
216,25025350,PUERTA ROJA ,Sucre,Sincelejo
217,13095010,COVENAS ,Sucre,Tolu
218,15075150,PAICI ,La Guajira,Uribia
219,15085050,TOROMANA ,La Guajira,Uribia
220,25025280,EL TESORO IDEAM  ,Sucre,Morroa
221,15015120,UNIVERSIDAD TECNOLOGICA  ,Magdalena,Santa Marta
222,25027450,PLATO MAGDALENA [25027450],Magdalena,Plato
223,17019010,SAN ANDRES ,"Archipiélago de San Andres, Providencia y Santa Catalina",San Andres
224,25025000,EL DIFICIL ,Magdalena,Ariguani
225,23217080,GAMARRA ,Cesar,Gamarra
226,25025030,AYAPEL ,Córdoba,Ayapel
227,25027760,BEIRUT ,Córdoba,Ayapel
228,29015000,EL GUAMO ,Bolívar,El Guamo
229,29037080,GAMBOTE CANAL DEL [29037080],Bolívar,Arjona
230,28025120,SERRANIA DEL PERIJA  ,Cesar,Agustin Codazzi
231,29035200,REPELON ,Atlantico,Repelon
232,29035000,SINCERIN  ,Bolívar,Arjona
233,52050130,CHILES [52050130],Nariño,Cumbal
234,17035010,SERRANILLA ,"Archipiélago de San Andres, Providencia y Santa Catalina",San Andres
235,25020600,SAJONIA HACIENDA ,Córdoba,Pueblo Nuevo
236,13057010,NUEVA COLOMBIA [13057010],Córdoba,Monteria
237,29047070,SAN PEDRITO ,Atlantico,Suan
238,28015110,MANAURE ,Cesar,Manaure Balcon Del Cesar
239,25025340,SAN MARCOS ,Sucre,San Marcos
240,14019030,ESCUELA NAVAL CIOH ,Bolívar,Cartagena De Indias
241,25020430,TREMENTINO ,Córdoba,Monteria
242,29065140,COLEGIO KANKAWARWA ,Magdalena,Fundacion
243,28035060,FEDEARROZ ,Cesar,Valledupar
244,29065120,BATALLON NO. 6 ,Magdalena,Fundacion
245,29065000,MEDIA LUNA ,Magdalena,Pivijai
246,13055040,INCODER ,Córdoba,Monteria
247,13067020,MONTERIA  ,Córdoba,Monteria
248,29045000,SABANALARGA ,Atlantico,Sabanalarga
249,35185010,LA PALOMERA ,Meta,Puerto Lopez
250,35167000,CORPOBOYACA ,Boyacá,Aquitania
251,35167020,CRIADERO ,Boyacá,Aquitania
252,35217090,LABRANZA GRANDE AUT [35217090],Boyacá,Labranzagrande
253,16057080,PUENTE CAPIRA [16057080],Norte de Santander,Cucutilla
254,42107010,TARACUA  [42107010],Vaupes,Mitu
255,29047000,TEBSA BQUILLA [29047000],Atlantico,Soledad
256,15067210,CARACOLI ,La Guajira,San Juan Del Cesar
257,15067220,PUENTE CARRETERA [15067220],La Guajira,Riohacha
258,47015020,AEROPUERTO PUERTO ASIS [47015020],Putumayo,Puerto Asis
259,51035010,AEROPUERTO LA FLORIDA [51035010],Nariño,Tumaco
260,52045020,AEROPUERTO ANTONIO NARINO [52045020],Nariño,Chachagui
261,26035030,AEROPUERTO G L VALENCIA [26035030],Cauca,Popayan
262,26075040,AEROPUERTO A BONILLA [26075040],Valle del Cauca,Palmira
263,35035020,AEROPUERTO VANGUARDIA [35035020],Meta,Villavicencio
264,26135040,AEROPUERTO MATECANA [26135040],RIsaralda,Pereira
265,26155110,AEROPUERTO LA NUBIA [26155110],Caldas,Manizales
266,38015030,AEROPUERTO PUERTO CARRENO [38015030],Vichada,Puerto Carreno
267,23155030,AEROPUERTO YARIGUIES [23155030],Santander,Barrancabermeja
268,23195250,AP.PALO NEGRO [23195250],Santander,Lebrija
269,16015010,AEROPUERTO CAMILO DAZA [16015010],Norte de Santander,Cucuta
270,13070040,RABOLARGO [13070040],Córdoba,Cerete
271,17015010,AEROPUERTO SESQUICENTEN [17015010],"Archipiélago de San Andres, Providencia y Santa Catalina",San Andres
272,17025020,AEROPUERTO EL EMBRUJO [17025020],"Archipiélago de San Andres, Providencia y Santa Catalina",San Andres Y  Providencia
273,35235050,TAMARA ,Casanare,Tamara
274,57027010,GORGONA LA PLAYA [57027010],Cauca,Guapi
275,23147030,TENERIFE DELICIAS [23147030],Santander,Barrancabermeja
276,57020020,GORGONILLA [57020020],Cauca,Guapi
277,57020010,ALTO DE LOS MICOS [57020010],Cauca,Guapi
278,57027020,GORGONA BOCATOMA [57027020],Cauca,Guapi
279,25027270,LAS FLORES [25027270],Antioquia,Nechi
280,25020850,REGENCIA [25020850],Bolívar,Montecristo
281,25027910,LA RAYA [25027910],Bolívar,San Jacinto Del Cauca
282,14015060,ISLAS DEL ROSARIO [14015060],Bolívar,Cartagena De Indias
283,14019020,ISLA DEL ROSARIO [14019020],Bolívar,Cartagena De Indias
284,14015070,ISLA DEL TESORO [14015070],Bolívar,Cartagena De Indias
285,25020350,GUARANDA [25020350],Bolívar,Achi
286,32077100,PEÑAS BLANCAS [32077100],Meta,San Juan De Arama
287,25027260,BUENAVISTA [25027260],Bolívar,Achi
288,35017070,RANCHO ALEGRE [35017070],Meta,Castilla La Nueva
289,32105080,SAN JOSE DEL GUAVIARE [32105080],Guaviare,San Jose Del Guaviare
290,32075030,VISTA HERMOSA [32075030],Meta,Vistahermosa
291,3518700145,TUA BALNEARIO ,Casanare,Monterrey
292,13090050,TOLUVIEJO [13090050],Sucre,Tolu Viejo
293,24035440,RITACUBA BLANCO EMMA 2 ,Boyacá,Guican
294,47015070,PUERTO UMBRIA [47015070],Putumayo,Villagarzon
295,51025080,ALTAQUER ,Nariño,Barbacoas
296,53115010,AEROPUERTO BUENAVENTUR [53115010],Valle del Cauca,Buenaventura
297,38027700,MAIPURES CABAÑAS [38027700],Vichada,Cumaribo
298,11017020,BAGADO [11017020],Chocó,Bagado
299,47087010,ARICA ,Amazonas,Puerto Arica
300,3518500127,GUADUALITO ,Casanare,Monterrey
301,35097090,LA REVENTONERA [35097090],Casanare,Sabanalarga
302,35037100,PUENTE ABADIA ,Meta,Villavicencio
303,2120500127,RADIO SONDA BOGOTA ,Bogotá,"Bogota, D.C"
304,38027020,PUERTO NARIÑO [38027020],Vichada,Cumaribo
305,26197020,BRASILIA [26197020],Antioquia,Ciudad Bolivar
306,12015110,CHIGORODO ,Antioquia,Chigorodo
307,12017010,CHIGORODO [12017010],Antioquia,Chigorodo
308,26225060,HACIENDA COTOVE ,Antioquia,Santa Fe De Antioquia
309,23085260,LA SELVA ,Antioquia,Rionegro
310,26247050,LAS CAMELIAS ,Antioquia,Taraza
311,27015310,METROMEDELLIN ,Antioquia,Bello
312,12025040,TURBO ,Antioquia,Turbo
313,11135030,UNGUIA ,Chocó,Unguia
314,21085040,TERPEYA COLOMBIA [21085040],Huila,Iquira
315,21115010,DESIERTO LA TATACOA [21115010],Huila,Villavieja
316,4403000112,MARACAIBO [4403000112],Caquetá,Florencia
317,54015020,TADO ,Chocó,Tado
318,21206570,AEROPUERTO CATAM [21206570],Bogotá,"Bogota, D.C"
319,26035100,HACIENDA SUECIA ,Cauca,El Tambo
320,47035030,PNN LA PAYA ,Putumayo,Puerto Leguizamo
321,15079010,PUERTO BOLIVAR ,La Guajira,Uribia
322,27035050,SENA ,Antioquia,El Bagre
323,23065060,SANTA TERESA [23065060],Cundinamarca,Guayabal De Siquima
324,23065100,SABANETA [23065100],Cundinamarca,La Vega
325,24067020,PUENTE SOGAMOSO ,Santander,Puerto Wilches
326,21105030,ALGECIRAS ,Huila,Algeciras
327,21015030,PARQUE ARQUEOLOGICO ,Huila,San Agustin
328,47017110,MONOPAMBA  ,Nariño,Puerres
329,26135330,LA LAGUNA DEL OTUN  ,RIsaralda,Pereira
330,28025130,LA LOMA CARBONES ,Cesar,El Paso
331,15065040,LA PAULINA ,La Guajira,Fonseca
332,21197030,LA PLAYA ,Tolima,Icononzo
333,26155150,LAS BRISAS ,Caldas,Villamaria
334,5205500123,LAS IGLESIAS  ,Nariño,Pasto
335,21015070,LOS GUACHAROS  ,Huila,Palestina
336,21205660,MERCEDES ,Cundinamarca,Anapoima
337,15017030,MINCA  ,Magdalena,Santa Marta
338,21117110,MOTILON  ,Huila,Rivera
339,21215150,NEVADO DEL TOLIMA  ,Tolima,Anzoategui
340,21206600,NUEVA GENERACION  ,Bogotá,"Bogota, D.C"
341,26155250,PARAMO CONEJERAS  ,Caldas,Villamaria
342,21206950,PARAMO GUACHENEQUE  ,Cundinamarca,Villapinzon
343,21206930,PARAMO GUERRERO  ,Cundinamarca,Zipaquira
344,21227010,PIEDRAS  ,Tolima,Piedras
345,23125140,AEROPUERTO FURATENA  ,Boyacá,Quipama
346,16055120,AGUAS DE LA VIRGEN  ,Norte de Santander,Ocana
347,16015130,ALCALDIA DE HERRAN  ,Norte de Santander,Herran
348,21237020,ARRANCAPLUMAS  ,Cundinamarca,Guaduas
349,23157030,BARRANCABERMEJA  ,Santander,Barrancabermeja
350,35025090,BOSQUE INTERVENIDO  ,Cundinamarca,La Calera
351,23087160,CARAMANTA  ,Antioquia,San Roque
352,21147030,CARRASPOSO  ,Huila,Colombia
353,23205030,SANTA ROSA D SIMITI [23205030],Bolívar,Santa Rosa Del Sur
354,13015020,TUCURA [13015020],Córdoba,Tierralta
355,23187120,BADILLO [23187120],Santander,Puerto Wilches
356,35070130,QUEBRADA HONDA [35070130],Boyacá,Macanal
357,35070470,ESCUELA LOS MOLINOS [35070470],Boyacá,Almeida
358,26150150,PAPAYAL [26150150],Caldas,Villamaria
359,35070490,HATO GRANDE HACIENDA [35070490],Cundinamarca,Manta
360,16020230,COLORADA LA [16020230],Norte de Santander,El Zulia
361,13015030,CAMPO BELLO [13015030],Córdoba,Tierralta
362,25028040,INSP FLUVIAL CAUCA [25028040],Antioquia,Caucasia
363,26255040,CACAOTERAS DEL DIQ [26255040],Antioquia,Caucasia
364,23187180,DESEO EL [23187180],Bolívar,Simiti
365,23187260,CHORRO EL [23187260],Santander,Puerto Wilches
366,35075050,MARTOTA [35075050],Boyacá,Somondoco
367,26130200,RECUERDO EL [26130200],RIsaralda,Marsella
368,23060370,ESTANCIA LA [23060370],Cundinamarca,La Vega
369,35070260,ALMEIDA [35070260],Boyacá,Almeida
370,26110120,VILLA NUEVA [26110120],Valle del Cauca,El Aguila
371,23060290,SILENCIO EL [23060290],Cundinamarca,Sasaima
372,35075040,INSTITUCION AGRICOLA MACANAL [35075040],Boyacá,Macanal
373,35070110,GUAYATA LA GRANJA [35070110],Boyacá,Guayata
374,21201050,LOURDES [21201050],Cundinamarca,Gachancipa
375,21250060,IDEMA,Tolima,Armero
376,21250510,ARMERO GJA,Tolima,Armero
377,35070150,GUAYATA [35070150],Boyacá,Guayata
378,35070400,GUAYATA [35070400],Boyacá,Guayata
379,35070140,ALMEIDA [35070140],Boyacá,Almeida
380,35070120,MACANAL [35070120],Boyacá,Macanal
381,21206450,TERMOZIPA [21206450],Cundinamarca,Tocancipa
382,25025330,COLEGIO AGROPECUARIO PAILITAS  ,Cesar,Pailitas
383,35070100,SOMONDOCO [35070100],Boyacá,Somondoco
384,21230120,BELLEZA LA [21230120],Cundinamarca,Chaguani
385,24010810,GACHANTIVA [24010810],Boyacá,Gachantiva
386,26190090,BETANIA,Antioquia,Betania
387,24030940,SENA [24030940],Boyacá,Sogamoso
388,11020050,PINON EL [11020050],Chocó,El Carmen
389,23060150,PUERTO LIBRE [23060150],Cundinamarca,Puerto Salgar
390,23125060,ALBANIA [23125060],Santander,Albania
391,24030560,MONGUA [24030560],Boyacá,Mongua
392,35070460,VOLADOR EL [35070460],Boyacá,Macanal
393,26190130,MANSA LA [26190130],Chocó,El Carmen
394,26177070,PUENTE CARRETERA [26177070],Antioquia,Tamesis
395,26180130,PINTADA LA [26180130],Caldas,Aguadas
396,24037460,CAMBULOS LOS [24037460],Boyacá,Sogamoso
397,24010630,ARCABUCO [24010630],Boyacá,Arcabuco
398,11047010,BELEN [11047010],Chocó,Quibdo
399,23067020,COLORADOS  ,Cundinamarca,Puerto Salgar
400,24037320,LA SIBERIA [24037320],Boyacá,Paipa
401,24030790,NOBSA [24030790],Boyacá,Nobsa
402,24035150,BELENCITO [24035150],Boyacá,Nobsa
403,24030640,NIMICIA ESCUELA RURAL [24030640],Boyacá,Gameza
404,15060080,CANAVERALES [15060080],La Guajira,San Juan Del Cesar
405,29067050,CANAL FLORIDA [29067050],Magdalena,Zona Bananera
406,11020020,GUADUAS [11020020],Chocó,El Carmen
407,24037330,VERTEDERO PAIPA [24037330],Boyacá,Paipa
408,24035200,SENA [24035200],Boyacá,Sogamoso
409,26205030,FARALLONES [26205030],Antioquia,La Pintada
410,23120100,ALBANIA [23120100],Santander,Albania
411,29067160,PUENTE SEVILLA  ,Magdalena,Cienaga
412,29060340,PALMOR EL [29060340],Magdalena,Cienaga
413,15060150,CONEJO EL [15060150],La Guajira,Fonseca
414,29040080,POLONUEVO [29040080],Atlantico,Polonuevo
415,29060070,SAN PABLO [29060070],Magdalena,Cienaga
416,29060290,SAN JUAN [29060290],Magdalena,Zona Bananera
417,28010270,PIZARRA LA [28010270],La Guajira,San Juan Del Cesar
418,15075050,PIZARRA LA [15075050],La Guajira,San Juan Del Cesar
419,28010130,SARACHUI [28010130],Cesar,Valledupar
420,15060070,JUGUETE EL [15060070],La Guajira,Fonseca
421,29060220,POLY LA [29060220],Magdalena,Zona Bananera
422,29067030,SAN PABLO [29067030],Magdalena,Cienaga
423,29060330,PLAYA LA [29060330],Magdalena,Zona Bananera
424,29065030,PRADO SEVILLA [29065030],Magdalena,Zona Bananera
425,28017080,CORRAL DE PIEDRA [28017080],La Guajira,San Juan Del Cesar
426,29067040,SANTA ROSALIA [29067040],Magdalena,Zona Bananera
427,24037030,EL PALO ,Boyacá,Tuta
428,29045110,JUAN DE ACOSTA [29045110],Atlantico,Juan De Acosta
429,29040400,JUAN DE ACOSTA [29040400],Atlantico,Juan De Acosta
430,44035040,FLORENCIA ,Caquetá,Florencia
431,16020050,ARBOLEDAS [16020050],Norte de Santander,Arboledas
432,23190540,VEGA LA [23190540],Norte de Santander,Cachira
433,23197350,CNO GRANDE [23197350],Santander,Rionegro
434,12015030,IDEMA,Antioquia,Chigorodo
435,12010040,TULENAPA [12010040],Antioquia,Chigorodo
436,26240090,PUERTO BELGICA [26240090],Antioquia,Caceres
437,23200060,SANTO DOMINGO [23200060],Bolívar,San Pablo
438,23197410,HOYO EL [23197410],Cesar,San Alberto
439,16010020,DONJUANA LA 2 [16010020],Norte de Santander,Bochalema
440,13010010,MOLINILLO [13010010],Córdoba,Tierralta
441,26250020,TRINIDAD LA HACIENDA [26250020],Antioquia,Caceres
442,12010130,CHIGORODO [12010130],Antioquia,Chigorodo
443,13020040,SAIZA [13020040],Córdoba,Tierralta
444,23187190,EDEN EL [23187190],Bolívar,San Pablo
445,23187200,FE LA [23187200],Santander,Puerto Wilches
446,23187210,NO HAY COMO DIOS [23187210],Santander,Puerto Wilches
447,23197360,VEINTE DE JULIO [23197360],Norte de Santander,La Esperanza
448,23190550,SAMARKANDA [23190550],Santander,Rionegro
449,16010080,DONJUANA LA 1 [16010080],Norte de Santander,Bochalema
